,acc_den,acc_rnd,acc_un,rmse_den,rmse_rnd,rmse_un,x
0,-0.06379267033612615,-0.06248732654390853,-0.06184871312698519,0.9642756997748873,0.9641434145971519,0.9633081606974543,0
1,-0.06350595333931376,-0.062506603768821,-0.061037504359634905,0.9642072222707213,0.9641561124298029,0.9629669997302522,1
2,-0.06339983429440446,-0.06244238368515516,-0.061723496398262176,0.9641574161493833,0.964140254890719,0.9630923048672242,2
3,-0.06318124194031072,-0.062288023213618614,-0.061910592082479614,0.9640838223985158,0.9640933607309509,0.9635798517067109,3
4,-0.06285186238701435,-0.06228757279546655,-0.06284170277309511,0.963955755155673,0.9640519221799253,0.9637977637294673,4
5,-0.06272567754220548,-0.06224461239996807,-0.062399060730287954,0.9639711409427398,0.9640877098825267,0.9637305667219469,5
6,-0.0624534198839257,-0.062228735604395666,-0.06272910557046962,0.9640046414931247,0.9641723953016715,0.9638562257780442,6
7,-0.06259590051634363,-0.06248327771018205,-0.06261816015574206,0.9640623427271617,0.9642690139730854,0.9640427850786006,7
8,-0.06290407167874379,-0.06278514749467201,-0.06397610773478504,0.9640979736395027,0.9643206606144726,0.9645773204952471,8
9,-0.062391068256494785,-0.06243889087985227,-0.06415449037207999,0.9639251966852368,0.9642277428281696,0.9648656109591781,9
10,-0.06263969710835254,-0.06261164239635474,-0.06405170823869394,0.9639685679375285,0.9642597515792659,0.9647768301638975,10
11,-0.062389177662193596,-0.062400698910391274,-0.064603035271973,0.9639507475697117,0.9642521386899483,0.9651003672345801,11
12,-0.06223747330909839,-0.062325229817573644,-0.06525339742189959,0.9639950792022512,0.9642611895030863,0.9652669007152673,12
13,-0.06234357445940054,-0.06257906223375445,-0.06545668241417811,0.9639895543728834,0.9642755860932406,0.9653850272810741,13
14,-0.06218914529042629,-0.06235355542005872,-0.0653721941520663,0.9640305911495872,0.9642894859946232,0.9653234458111657,14
15,-0.062480800241135934,-0.06252484444710892,-0.06555678259880607,0.9640725191055474,0.964314305609533,0.9654144961729065,15
16,-0.062244612858009765,-0.06246903463629409,-0.06540615049385323,0.9640327831681017,0.9643240565970728,0.9653869954733024,16
17,-0.06311752037180654,-0.06312148094445098,-0.06558871342342025,0.9642094230466478,0.9644453921677556,0.9654932795109945,17
18,-0.06312886932973166,-0.06326057511657909,-0.0659089593426741,0.9642967690814148,0.9645441805725419,0.9656380582852289,18
19,-0.06298273478857581,-0.06312943495653228,-0.06545271520233067,0.964298279800536,0.9645522882474451,0.9655423063173139,19
20,-0.06301455888518734,-0.06315053288498326,-0.06511561651994696,0.9643040844882774,0.9645671814620045,0.9654592504332667,20
21,-0.06275578200825205,-0.06282713492105171,-0.06584320002492876,0.9642514866620684,0.9645126692725374,0.9655097599280826,21
22,-0.06269155482116184,-0.06277555823389591,-0.06565608203640506,0.9642025608804556,0.9644727229140132,0.9653365179004674,22
23,-0.06287759038862235,-0.06284002479090424,-0.06574761476297017,0.9642838529517819,0.9645130399172782,0.9652793722013028,23
24,-0.06323129562305245,-0.0631697392070148,-0.06525207609043229,0.964355500281334,0.9645776135319214,0.9651863453822813,24
25,-0.063340783849763,-0.06330847896330694,-0.06482305619469066,0.9644170841320409,0.9646330732367583,0.9650743944592622,25
26,-0.06328181237224018,-0.06346140677119497,-0.0644434231783923,0.9644163898972791,0.9646752758943191,0.9649346254538234,26
27,-0.06308519248565284,-0.06340195885833197,-0.0648112038553155,0.9644188827114628,0.9646988964382585,0.9651492186927851,27
28,-0.06332076599333769,-0.06354708585438679,-0.06496740840567627,0.9644604002916494,0.9647362706097041,0.9652059045404464,28
29,-0.06323666241890227,-0.06361723518155135,-0.0657530447926731,0.9644111597951388,0.9647246785177964,0.9653980631203832,29
30,-0.06341016234004182,-0.06378429504092294,-0.06656444539308162,0.9645240796131761,0.9648226862811887,0.9655554646915611,30
31,-0.06345412359306662,-0.06374709765086764,-0.06643860966357626,0.9645835058568961,0.9648616578293332,0.9657258863087204,31
32,-0.063098959580582,-0.06343922673393376,-0.0664190264491846,0.9645622994084391,0.964841708210548,0.9654960555380945,32
33,-0.06307356134167474,-0.06340901858696313,-0.06635808632276755,0.9645212842344507,0.9648099093230036,0.9654264477050061,33
34,-0.06325081102916938,-0.06356261330786986,-0.06666165369985916,0.964547218490577,0.9648241497832665,0.9654178728525198,34
35,-0.06358716439903658,-0.0639406864933018,-0.06615295543518707,0.9646373209551555,0.9649278410588413,0.9651728874201977,35
36,-0.06344689880440821,-0.06375743654305163,-0.06589096956715441,0.9645535863822987,0.9648420214598705,0.9651587000886057,36
37,-0.06344076338962928,-0.06380737002325793,-0.06561259857365875,0.9644842271191177,0.9647996596972424,0.9650849484419775,37
38,-0.06352205316144902,-0.0638533436003933,-0.06548894700320587,0.9645306459682279,0.9648348049606598,0.9650189523287558,38
