,rmse_den,rmse_rnd,rmse_un,x
0,0.9284051826472184,0.9303921325614251,0.9273545436549049,0
1,0.9258556654198923,0.9290558626953846,0.9229833998043024,1
2,0.9256821149961109,0.9263500455663227,0.9191955047777689,2
3,0.9260279958861545,0.9311068282214481,0.9187865426735331,3
4,0.9258575986222903,0.928597543852871,0.9190378965535742,4
5,0.9261334330105588,0.9289171036287458,0.9199564519514403,5
6,0.9272018881192956,0.9300977792151569,0.9206636016904833,6
7,0.9257850681702906,0.9291723706880446,0.9205818197029758,7
8,0.9247151960517266,0.9291208107733611,0.9194641495941429,8
9,0.9252474331085392,0.9266715543957182,0.9198849087641963,9
10,0.9286475872262494,0.9262786098495319,0.9196442674655039,10
11,0.9271778168428704,0.925836781613212,0.9184999886235183,11
12,0.9268616437104006,0.9248964684088339,0.9216281836974027,12
13,0.9272495558895316,0.9239204252184335,0.9206919589075169,13
14,0.9263745353455823,0.9232725781357654,0.919453800114406,14
15,0.9249719582267317,0.9219122098360175,0.9215649801823276,15
16,0.9247582859688039,0.9207631420181148,0.9229239999284555,16
17,0.9283238415306071,0.9213517311879258,0.9229870532914022,17
18,0.9275098658178553,0.9233172925485627,0.9205669175887061,18
19,0.9248851563708027,0.9230862194036498,0.9206704618869974,19
20,0.9243584348083128,0.9231898711779047,0.9202718701806147,20
21,0.9238211953339477,0.9224050898439315,0.9212132191545929,21
22,0.9236112108607032,0.9225834594631999,0.9207112748902379,22
23,0.9242029381895767,0.9239330627580544,0.9208827595435427,23
24,0.9246031720084955,0.9237632136558516,0.9237515722642685,24
25,0.9247155677003687,0.9242011271183698,0.9222757261758501,25
26,0.9236315342071284,0.9260383522148514,0.9214185758899365,26
27,0.9217879915512317,0.9263209999178103,0.922080385268009,27
28,0.9210927430896823,0.9253960868910666,0.9233549878121848,28
29,0.9225802729396952,0.9254710021592516,0.9244332822565637,29
30,0.9220877002494231,0.9266501342854132,0.9264152170915629,30
31,0.9230476980142905,0.9267026996259988,0.9273833910437059,31
32,0.9242268704818049,0.9266630234908864,0.9277380916019922,32
33,0.9227785172915454,0.9272834828986369,0.9295411379749594,33
34,0.92309896801419,0.924219428289627,0.9306147916571108,34
35,0.9240453491620938,0.9270418038034816,0.9294344087071054,35
36,0.922182483860394,0.9290217262758294,0.9286864453774294,36
37,0.9231398801227584,0.9260815641050739,0.9293164026642975,37
38,0.9218068707450708,0.9272327927524853,0.9294309081501648,38
39,0.9216769508809163,0.9274434893821784,0.929888281500006,39
40,0.9227507962852914,0.9278280033751035,0.9300257956776012,40
41,0.9221921029726373,0.9261392615951235,0.9295406725292952,41
42,0.9209735761796469,0.9270442458834982,0.9294154365138187,42
43,0.9192619624642819,0.9266529908415237,0.9323497908688398,43
44,0.9195086984837371,0.9251682605442594,0.9312559518505857,44
45,0.9196711173862651,0.9261884968576676,0.9315038621840459,45
46,0.9197567069221237,0.9279214943221001,0.932083453446212,46
47,0.9197904725580487,0.9267813639601984,0.9314319115677093,47
48,0.921148356663891,0.925689863579518,0.9305178120600728,48
49,0.9208097392107576,0.923368309873988,0.9304701357289823,49
50,0.9207044587509499,0.9231678813946096,0.9284559025819938,50
51,0.9207073007469329,0.9247579818767385,0.9293714841026741,51
52,0.9200536849046428,0.9279941686065132,0.9292950176509852,52
53,0.9200852792583487,0.9288639940291457,0.9308904441315913,53
54,0.9200530639594466,0.9276839760336708,0.9311852533699072,54
55,0.9198770410741539,0.9282537531207736,0.9307496252680351,55
56,0.9211949245706279,0.930683140378316,0.9329268121428631,56
57,0.9199637338623218,0.9300337638568099,0.9318758455771796,57
58,0.9203353345669665,0.9293367596208404,0.9301166540617125,58
59,0.9214734521233723,0.9292085307789991,0.9304336205854825,59
60,0.9207487641775239,0.9299166637273273,0.933819005735149,60
61,0.920413474593978,0.9301159089815979,0.9343513913824346,61
62,0.9207279638786376,0.9299586499337856,0.9353939898043222,62
63,0.9217382825041097,0.9295267442564554,0.9344499982497444,63
64,0.922202768800918,0.9279432782306449,0.93376067357708,64
65,0.9223861607924682,0.9286241551415496,0.9360006428699026,65
66,0.921724004713105,0.9261592915190969,0.935927406857454,66
67,0.9215201560034003,0.9246141249541309,0.9357081799590341,67
68,0.921817368056566,0.9237716003527499,0.9346645195503857,68
69,0.920875129265379,0.9234556231327296,0.9347901488564462,69
70,0.922376536561959,0.9229096200773057,0.9345890868132867,70
71,0.9224948747826004,0.9226337453823188,0.9354101280680184,71
72,0.921130337293807,0.9214708010795618,0.9357373823427979,72
73,0.9206670429704212,0.920563439891086,0.9363406212647429,73
74,0.9200680153439933,0.9213719089302017,0.9347159157637812,74
75,0.9191707423133175,0.92199749680615,0.935646190086346,75
76,0.9172978715356142,0.9223345445759639,0.9373237290938214,76
77,0.9169614148691927,0.9229889475754997,0.9361437076098567,77
78,0.9168769056708075,0.9229170162259152,0.936443799342646,78
79,0.9160137052755357,0.9220524821131266,0.9361039572629912,79
80,0.9169500898256103,0.923100235635506,0.9376805387208831,80
81,0.9162634031458423,0.9220993468143945,0.9377776038652788,81
82,0.9172393984168554,0.9221324559134702,0.9363824623464776,82
83,0.9174404153542683,0.9223837030831212,0.9391636821737529,83
84,0.9156317009691183,0.9227229353965107,0.9382211864079468,84
85,0.9150214554703233,0.9228747104171434,0.9377300083024072,85
86,0.9138013660831834,0.9214011252929454,0.9362723194007686,86
87,0.9145671809201767,0.9216190691677142,0.9365593448826142,87
88,0.9145321994637603,0.9214787634187549,0.9345175765937328,88
89,0.9142744915267855,0.9211513677306988,0.9346727556823284,89
90,0.9151425619516657,0.9208506222805029,0.9351863862601724,90
91,0.9144649093812717,0.9199636437709879,0.9349935583578066,91
92,0.9146850315091068,0.9201856943289857,0.9338796317602819,92
93,0.914880982309255,0.9201432603767996,0.9338086728697595,93
94,0.9145875749141077,0.9195773734791748,0.9337220874312774,94
95,0.9150310947422362,0.9184690106117018,0.9332161299810717,95
96,0.9151749844353163,0.9174493691843633,0.9331634633257135,96
97,0.9150465103309489,0.9187603771871011,0.933698596417639,97
98,0.9153618671579686,0.9182128870093149,0.9330035448717895,98
99,0.9155536102533419,0.9186574814503335,0.9326539113226325,99
