,acc_den,acc_rnd,acc_un,rmse_den,rmse_rnd,rmse_un,x
0,-0.07472189727089147,-0.07420919950283224,-0.07115140536314052,0.9085085478049566,0.9083664917886103,0.9064513750734461,0
1,-0.07405155468026181,-0.07431908708158272,-0.06387677452377963,0.9083907116444758,0.9092008007645495,0.9048968653399785,1
2,-0.0752548789926785,-0.07315749998453296,-0.06308136256301732,0.9089468702958141,0.908912475447016,0.9048340711216496,2
3,-0.07707371194019057,-0.07287823876728296,-0.06293366827955195,0.9095928829934343,0.908604859102494,0.9048136957941018,3
4,-0.07564203324200489,-0.07341956759470028,-0.0616219008990532,0.9091426239741902,0.9087665992683376,0.904754816814145,4
5,-0.07506167545257622,-0.07402849218510674,-0.06394371177437147,0.9088517435040432,0.9089568027612787,0.9047075584087917,5
6,-0.07628385285350868,-0.07472049664206212,-0.06607578075563535,0.9091506672239604,0.9088781808293902,0.9050606123987328,6
7,-0.07931396822657591,-0.07502667919993579,-0.065324667259991,0.9098240292701334,0.9088268447961867,0.904798637037648,7
8,-0.07841534549317093,-0.07678098039228524,-0.06487758738293653,0.90914046269596,0.9091997177575761,0.9046920318133236,8
9,-0.07576269109451504,-0.07893093347933913,-0.06571387634145337,0.9086318544398205,0.9095897979225875,0.9048468615614776,9
10,-0.0733570558889732,-0.08054711781028631,-0.06417642169466839,0.9080965287035916,0.909803611631332,0.904672427402754,10
11,-0.07420364143109179,-0.07998148671774873,-0.06583687200271789,0.9081069961990513,0.9097366036633764,0.9052350109915253,11
12,-0.07522062793383122,-0.07913295313005575,-0.06369214653477508,0.9079427022405577,0.9096598294433893,0.9047220736855544,12
13,-0.07281273105981911,-0.08737790928347174,-0.06504656380335698,0.90738219808094,0.9107210790223298,0.9048773857447319,13
14,-0.07235666812498764,-0.08580196505294235,-0.06684538433851547,0.9072489617605204,0.9102782480739342,0.9050250998682389,14
15,-0.07194529297579697,-0.08405320534430837,-0.06635055583109878,0.9068588466659906,0.9098667154709911,0.904984248662689,15
16,-0.07198807637989235,-0.08475771619613358,-0.06750324907612108,0.9067209096372618,0.9100582004582344,0.9044084952861088,16
17,-0.07170937691060562,-0.08085666755291411,-0.06688723253706594,0.9069322594486982,0.9093269305372503,0.9043680004517375,17
18,-0.06888304767223846,-0.09208232316289876,-0.06670698507123446,0.9065165383048033,0.9114325648319992,0.9042257449939222,18
19,-0.06880202697077474,-0.09241226540641978,-0.06678518715430873,0.9065223409371513,0.9115800522874336,0.9044803412531279,19
20,-0.06905342998890154,-0.0936727107747509,-0.06694781023410544,0.9064041123659703,0.9120792058709732,0.9043410497238917,20
21,-0.06909525444550497,-0.09336025219360049,-0.06746384925130812,0.9063228554329684,0.911818025090774,0.9045805512611225,21
22,-0.0684974783033648,-0.09478886307921487,-0.06954375949863775,0.9062814883472572,0.9122212615243093,0.9051251494621646,22
23,-0.06823792343648499,-0.0950113294341863,-0.0686567214481845,0.9063522920457248,0.9124274815241409,0.905168789891402,23
24,-0.06809149612521989,-0.09727556729887406,-0.06743366609079059,0.9063171215991122,0.9129301595230277,0.9050098998083453,24
