,rmse_den,rmse_rnd,rmse_un,x
0,1.031054320155611,1.0436131866757266,1.0238223917405995,0
1,1.0076254882125864,1.0922269947036214,0.9928995805006907,1
2,0.9911299133584757,1.0756102844767546,0.9791965407488198,2
3,0.9830751151161647,1.0703118618808631,0.9688823141896632,3
4,0.9792713027545491,1.0516587619699742,0.9520153665488507,4
5,0.9699938063118067,1.0426674841913615,0.945654751182808,5
6,0.9658945242418381,1.0297988139362118,0.9457623765534838,6
7,0.9698021747989154,1.0143399166739013,0.9465834738971105,7
8,0.9642033544228642,1.0148130488111948,0.9482666370657059,8
9,0.9500189644437969,1.0029707902901268,0.9409259669418977,9
10,0.935318234567415,0.996446948289481,0.9375131214760545,10
11,0.9535808191359835,1.024843213456725,0.9367181066395394,11
12,0.9517033227104699,1.0201882015968222,0.9393833493010079,12
13,0.9467116178945112,1.0181369475061515,0.9369619283153731,13
14,0.943228573299273,1.005699378967476,0.9314898042018361,14
15,0.9472575298576682,0.9959343195199178,0.9310851127057713,15
16,0.9449636748572348,0.9910313485356165,0.9291522982774764,16
17,0.9392392183459057,0.9964654348756122,0.926469420330453,17
18,0.9441398137793069,0.9856702004422442,0.9288916725029099,18
19,0.9394556175715955,0.9785957012934221,0.9300600150571672,19
20,0.9370174139991105,0.9733889845499162,0.9296987674484023,20
21,0.9338655051342494,0.9685498382851204,0.9325486290411483,21
22,0.930303766640282,0.9626215874812271,0.9400288000738011,22
23,0.9350614737079319,0.9571171585607758,0.9446223908237366,23
24,0.9369595081415598,0.9612726109118255,0.945424476600973,24
25,0.935746025957472,0.9570420796891375,0.9432299001074034,25
26,0.933258823182009,0.9552261035710776,0.9429516811449271,26
27,0.9335569678851516,0.9506018212657689,0.939749240738919,27
28,0.9323745718885426,0.9487193732114366,0.9440048903200786,28
29,0.9308312558283279,0.9451463212741378,0.9439353412634395,29
30,0.9313064313746008,0.9395424395014836,0.942647349036415,30
31,0.9289126348683844,0.9357271736558592,0.9414523369229577,31
32,0.9270121917184384,0.9342140147648701,0.9399434469711183,32
33,0.9273589881215872,0.9305502734738296,0.9380849096569869,33
34,0.9272346494377167,0.9282565057205701,0.9431196104350678,34
35,0.9266840374364324,0.929167259547983,0.9425273791823465,35
36,0.928080757540393,0.9271556859365352,0.9416610949613878,36
37,0.9268885242934211,0.9257280609264759,0.9398482153533873,37
38,0.9261773486544187,0.9257274752211169,0.9381515800543689,38
39,0.9252058605886386,0.9258933887045733,0.9432637447087323,39
40,0.9220926353119695,0.9255654478769151,0.9428936186415058,40
41,0.9203327315569578,0.9263310347832963,0.9437356384681175,41
42,0.9207408626919384,0.9272961181994339,0.9486724118719538,42
43,0.9221039209774942,0.9262441386676279,0.9479020984077056,43
