,rmse_den,rmse_rnd,rmse_un,x
0,0.9118037378628463,0.9114837416198266,0.9103904742888699,0
1,0.9117944032543072,0.9118225457194117,0.9110576998777977,1
2,0.9122302812115473,0.9117593703820431,0.9107231264205321,2
3,0.9120459053516381,0.9113648712322657,0.9105384677999913,3
4,0.9121019385909838,0.9106719200937823,0.910279875562382,4
5,0.9118399297963825,0.9108323725489225,0.9104182336327014,5
6,0.912256224528857,0.9111615120740956,0.9105819665713393,6
7,0.9114580243762207,0.9109104903692162,0.909578613068202,7
8,0.9114882655532552,0.9105758698814586,0.9096748439975144,8
9,0.9108315286431967,0.910688552472865,0.9100111349717832,9
10,0.9107140137584855,0.9106083615267833,0.9098972321046997,10
11,0.9104393676471096,0.9137654231314557,0.910019356231256,11
12,0.9107005358891032,0.914517313116737,0.9097047453529956,12
13,0.9103820280279444,0.9152657032485723,0.9101428756551605,13
14,0.9105196921096526,0.91540503870849,0.909804764629457,14
15,0.9108512477567289,0.9145800418598846,0.9099188348085405,15
16,0.9104018938025543,0.9131741276966799,0.910216499542255,16
17,0.9103826736519794,0.9137932035189528,0.9101648218535785,17
18,0.9114527417875733,0.9138205284989573,0.9100066106239335,18
19,0.9116798968627875,0.9138615483771155,0.9098740536834851,19
20,0.9116529039690427,0.9144091892541459,0.9098964574661501,20
21,0.9113398328507318,0.9148424138715636,0.9101117706465858,21
22,0.9119014055755845,0.9160454634799414,0.910027636981712,22
23,0.9118749184300227,0.9160259993159928,0.9099100678086128,23
24,0.911952380004206,0.9162276628703547,0.9100431992549034,24
25,0.9117731864555503,0.9169270716461387,0.9102041789568099,25
26,0.9117827269332365,0.9170847886897787,0.9105759879499182,26
27,0.9113512244044449,0.917413033826969,0.9106552956885322,27
28,0.9114430462060691,0.9176180435758285,0.910404199577117,28
29,0.9122022872331876,0.9177566436081201,0.9099329160776546,29
30,0.9119695951673309,0.9176275826052365,0.910021989997817,30
31,0.9123353599542655,0.9173201487379405,0.9106269128968472,31
32,0.9128249513240799,0.9165027323928671,0.9107060362012919,32
33,0.9130844305810536,0.9168099681703833,0.9116312213011556,33
