,acc_den,acc_rnd,acc_un,rmse_den,rmse_rnd,rmse_un,x
0,-0.026286239152645753,-0.14854552117400596,-0.028042356162943975,0.9399855061945692,0.9711584105894908,0.939987067427303,0
1,-0.02657143368937106,-0.14915335756587428,-0.04099497698598291,0.9402666909223529,0.9713473573090365,0.9427105081211415,1
2,-0.02616839908364335,-0.1527884197215075,-0.04207706903379047,0.9402724393590167,0.9721647309915693,0.9430516499723456,2
3,-0.02721883134818156,-0.15258640620030878,-0.04060923691969953,0.9402805623927128,0.9720807679136407,0.9430773889212657,3
4,-0.027684842277212685,-0.15419180882291744,-0.040510002257003914,0.9409468667372867,0.9725344953208341,0.9434181755980817,4
5,-0.02813920625370201,-0.15515077505023891,-0.04087887012443009,0.941093976328615,0.9727650220431948,0.9437217337127629,5
6,-0.02944152856680323,-0.15812303588200635,-0.04263151782045012,0.9411619625909502,0.9734206706719988,0.9443764791361644,6
7,-0.03067079572900637,-0.16264114555948828,-0.0398220381644157,0.9415870805891423,0.974415881756665,0.9435498186175084,7
8,-0.03144113972660167,-0.16388057680222373,-0.03706308205600168,0.94201584444835,0.9747610975428911,0.9427212852776484,8
9,-0.032429055372208714,-0.16430501556473967,-0.036756947214919886,0.942458190714823,0.9748684018574358,0.9421994205954775,9
10,-0.03257167765908325,-0.16653817993906794,-0.03624160447306906,0.9419087296713959,0.9752259992286815,0.9420223341484232,10
11,-0.03309272623540118,-0.1663339487898907,-0.03858394082402532,0.9417694925510194,0.9751819669705017,0.9424367919813085,11
12,-0.03397100580358061,-0.16662438604529178,-0.0373927292231594,0.9420758181566421,0.9753452867811672,0.9419091442395617,12
13,-0.03413723526722403,-0.16441404246452013,-0.038549363172937404,0.9420567595211526,0.9748414162446234,0.942643933368964,13
14,-0.034907818362693147,-0.16494799618343947,-0.03813552857509442,0.942200275641496,0.9749222165966007,0.9434076814512561,14
15,-0.0360409341087161,-0.1654132277489177,-0.03933863300368073,0.9424078340524948,0.9749936802360308,0.9439377599360047,15
16,-0.03569062390204297,-0.163624468374114,-0.042453076678689396,0.9420191043287405,0.9744991322478931,0.9447903862774611,16
17,-0.03609707150190169,-0.16351667255392255,-0.04218024898438818,0.9419214595281694,0.9745461051868451,0.9448154387733213,17
18,-0.03608509756328949,-0.16390811891052134,-0.043136938640378854,0.9420039894002887,0.9748153627683479,0.9449107364307023,18
19,-0.03608429078900155,-0.16376170822948605,-0.04295504023614929,0.9419215425136852,0.9747667250446298,0.9445564804201285,19
20,-0.03635550080619872,-0.1639278688540604,-0.04200520559713667,0.942097499834841,0.9748788049174834,0.9441880770630132,20
21,-0.03709815477673051,-0.1627685531175593,-0.040961151535175974,0.942391339052401,0.974674114246637,0.944100857590005,21
22,-0.037643583920616334,-0.16364712575239568,-0.0408878709562234,0.9424257793651234,0.9748019017600097,0.9440671014662738,22
23,-0.038152499554981664,-0.1645540640265508,-0.03765884900293822,0.9425531975886019,0.9750022875804616,0.944080411634792,23
24,-0.038378246026350094,-0.1644768187669064,-0.038157378533239444,0.9426149839878296,0.9749562787141577,0.9446448700626616,24
25,-0.03745482510517442,-0.16468259016551934,-0.03754522555952377,0.9424983801844913,0.9750240064397776,0.9444408364661676,25
26,-0.038172931653575416,-0.165574240999612,-0.04080251860533323,0.9425022087401789,0.9751444700991266,0.9455529590069592,26
